   PPID     PID    PGID     SID TTY        TPGID STAT   UID   TIME COMMAND
   1602   10909   10908   10908 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/liupeng/.config/google-chrome/Crash Reports --metrics-dir=/home/liupeng/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=111.0.5563.146 --initial-client-fd=5 --shared-client-connection
   1602   10911   10910   10910 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/liupeng/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=111.0.5563.146 --initial-client-fd=4 --shared-client-connection
  10900   10917    1790    1790 ?             -1 S     1000   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable
  10900   10918    1790    1790 ?             -1 S     1000   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable
  10918   10919    1790    1790 ?             -1 S     1000   0:00 /opt/google/chrome/nacl_helper
  10918   10922    1790    1790 ?             -1 S     1000   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable
  10917   10946    1790    1790 ?             -1 Sl    1000   8:49 /opt/google/chrome/chrome --type=gpu-process --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10900   10947    1790    1790 ?             -1 Sl    1000   0:21 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   10959    1790    1790 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=utility --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11009    1790    1790 ?             -1 Sl    1000   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --first-renderer-process --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2467520435 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11010    1790    1790 ?             -1 Sl    1000   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2467521790 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11115    1790    1790 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2469570758 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11155    1790    1790 ?             -1 Sl    1000   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2480088643 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11163    1790    1790 ?             -1 Sl    1000   0:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2480435711 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11193    1790    1790 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2482610144 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   11221    1790    1790 ?             -1 Sl    1000  21:28 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2483574916 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10900   11268    1790    1790 ?             -1 Sl    1000   0:27 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=zh-CN --service-sandbox-type=none --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
   1602   11411    1949    1949 ?             -1 S     1000   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
  11411   11414    1949    1949 ?             -1 Sl    1000   0:00 /usr/bin/gnome-terminal.real --wait
   1602   11419   11419   11419 ?             -1 Ssl   1000   1:03 /usr/libexec/gnome-terminal-server
  11419   11446   11446   11446 pts/0      17325 Ss    1000   0:00 bash
  10922   11850    1790    1790 ?             -1 Sl    1000   0:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=2843366298 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
      2   11925       0       0 ?             -1 I        0   0:00 [kworker/4:2-events]
   1790   11929    1790    1790 ?             -1 SLl   1000   0:17 /usr/share/code/code --unity-launch --enable-crashpad
  11929   11933    1790    1790 ?             -1 S     1000   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox --enable-crashpad --enable-crashpad
  11929   11934    1790    1790 ?             -1 S     1000   0:00 /usr/share/code/code --type=zygote --enable-crashpad --enable-crashpad
  11934   11936    1790    1790 ?             -1 S     1000   0:00 /usr/share/code/code --type=zygote --enable-crashpad --enable-crashpad
   1602   11949   11948   11948 ?             -1 Sl    1000   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/liupeng/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=bc3a4b6b-4fa4-4a22-a45e-35c46924402a&iid=bc3a4b6b-4fa4-4a22-a45e-35c46924402a&sid=bc3a4b6b-4fa4-4a22-a45e-35c46924402a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.73.1 --annotation=lsb-release=Ubuntu 22.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.0.17 --initial-client-fd=41 --shared-client-connection
  11933   11963    1790    1790 ?             -1 Sl    1000   0:26 /usr/share/code/code --type=gpu-process --enable-crashpad --crashpad-handler-pid=11949 --enable-crash-reporter=d8e5f050-026c-41eb-9049-43640886920e,no_channel --user-data-dir=/home/liupeng/.config/Code --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,15717416877941269849,5314025190385900045,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess
  11929   11993    1790    1790 ?             -1 Sl    1000   0:01 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=11949 --enable-crash-reporter=d8e5f050-026c-41eb-9049-43640886920e,no_channel --user-data-dir=/home/liupeng/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15717416877941269849,5314025190385900045,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --enable-crashpad
  11929   12021    1790    1790 ?             -1 Sl    1000   1:25 /usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=11949 --enable-crash-reporter=d8e5f050-026c-41eb-9049-43640886920e,no_channel --user-data-dir=/home/liupeng/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --enable-blink-features=HighlightAPI --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=2971839742 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15717416877941269849,5314025190385900045,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:b05f1c8b-fd6d-4eb8-911e-2645c8f50387 --enable-crashpad
  11929   12065    1790    1790 ?             -1 Sl    1000   0:31 /usr/share/code/code --ms-enable-electron-run-as-node --inspect-port=0 /usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost --skipWorkspaceStorageLock
  11929   12077    1790    1790 ?             -1 Sl    1000   0:15 /usr/share/code/code --type=renderer --enable-crashpad --crashpad-handler-pid=11949 --enable-crash-reporter=d8e5f050-026c-41eb-9049-43640886920e,no_channel --user-data-dir=/home/liupeng/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/share/code/resources/app --no-sandbox --no-zygote --node-integration-in-worker --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=2972536904 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15717416877941269849,5314025190385900045,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:55b152cd-6c3c-4950-98b7-c13366a4fa3e --vscode-window-kind=shared-process --enable-crashpad
  12077   12101    1790    1790 ?             -1 Sl    1000   0:09 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=ptyHost --logsPath /home/liupeng/.config/Code/logs/20230403T165156
  12077   12141    1790    1790 ?             -1 Sl    1000   0:05 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/out/bootstrap-fork --type=fileWatcher
  12065   12171    1790    1790 ?             -1 Sl    1000   0:02 /usr/share/code/code --ms-enable-electron-run-as-node /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=12065
      2   12222       0       0 ?             -1 I        0   0:12 [kworker/u32:0-flush-259:0]
  12065   12223    1790    1790 ?             -1 Sl    1000   0:07 /home/liupeng/.vscode/extensions/ms-vscode.cpptools-1.13.7-linux-x64/bin/cpptools
   1602   12273    1790    1790 ?             -1 Sl    1000   0:01 /home/liupeng/.vscode/extensions/ms-vscode.cpptools-1.13.7-linux-x64/bin/cpptools-srv 12223 {E7751DBE-BDB2-4630-B494-156F9E45C6DC}
  12101   12358   12358   12358 pts/1      12358 Ss+   1000   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
  12101   12519   12519   12519 pts/2      12519 Ss+   1000   0:00 /usr/bin/bash
      2   12938       0       0 ?             -1 D<       0   0:11 [kworker/u33:2+i915_flip]
      2   13058       0       0 ?             -1 I        0   0:00 [kworker/10:2-events]
  10922   13081    1790    1790 ?             -1 Sl    1000   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=40 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=4089757974 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   13093    1790    1790 ?             -1 Sl    1000   0:33 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=4090128796 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
      2   13199       0       0 ?             -1 I        0   0:00 [kworker/6:2-events]
      2   13632       0       0 ?             -1 I        0   0:00 [kworker/11:2-events]
      2   14752       0       0 ?             -1 I<       0   0:07 [kworker/u33:1-i915_flip]
      2   15823       0       0 ?             -1 I        0   0:06 [kworker/u32:2-events_power_efficient]
      2   16056       0       0 ?             -1 I        0   0:00 [kworker/1:0-events]
      2   16130       0       0 ?             -1 I        0   0:00 [kworker/4:1-mm_percpu_wq]
      2   16199       0       0 ?             -1 I        0   0:00 [kworker/5:0-events]
      2   16210       0       0 ?             -1 I        0   0:00 [kworker/14:0-events]
      2   16400       0       0 ?             -1 I        0   0:00 [kworker/9:0-mm_percpu_wq]
      2   16425       0       0 ?             -1 I        0   0:00 [kworker/3:1-mm_percpu_wq]
      2   16663       0       0 ?             -1 I        0   0:00 [kworker/2:1-mm_percpu_wq]
      2   16668       0       0 ?             -1 I        0   0:00 [kworker/14:1]
      2   16684       0       0 ?             -1 I        0   0:00 [kworker/12:0]
      2   16702       0       0 ?             -1 I        0   0:00 [kworker/7:1-mm_percpu_wq]
      2   16703       0       0 ?             -1 I        0   0:00 [kworker/6:1-mm_percpu_wq]
      2   16704       0       0 ?             -1 I        0   0:01 [kworker/u32:1-events_power_efficient]
      2   16737       0       0 ?             -1 I        0   0:00 [kworker/5:2]
      2   16751       0       0 ?             -1 I        0   0:01 [kworker/u32:4-i915]
      2   16759       0       0 ?             -1 I        0   0:00 [kworker/0:1-events]
      2   16786       0       0 ?             -1 I        0   0:00 [kworker/1:1-events]
      2   16847       0       0 ?             -1 I        0   0:00 [kworker/10:1-events]
      2   16850       0       0 ?             -1 I        0   0:00 [kworker/3:0-mm_percpu_wq]
      2   16943       0       0 ?             -1 I        0   0:00 [kworker/2:2-events]
      2   16972       0       0 ?             -1 I        0   0:00 [kworker/1:2-events]
      2   16976       0       0 ?             -1 I        0   0:00 [kworker/9:3-events]
      2   16989       0       0 ?             -1 I        0   0:00 [kworker/8:0-events]
      2   17052       0       0 ?             -1 I        0   0:00 [kworker/1:3-events]
      2   17067       0       0 ?             -1 I        0   0:00 [kworker/9:1-events]
  10922   17089    1790    1790 ?             -1 Sl    1000   0:16 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=45 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=7456435608 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
  10922   17105    1790    1790 ?             -1 Sl    1000   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=10909 --enable-crash-reporter=93635621-e7bf-4391-a99c-5fb3946851b7, --change-stack-guard-on-fork=enable --lang=zh-CN --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1680508944383776 --launch-time-ticks=7458331412 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,14934047524329871651,3106527885143778069,131072
      2   17127       0       0 ?             -1 I        0   0:00 [kworker/6:0]
      2   17168       0       0 ?             -1 I        0   0:00 [kworker/u32:3-events_unbound]
      2   17169       0       0 ?             -1 I        0   0:00 [kworker/0:2]
      2   17170       0       0 ?             -1 I        0   0:00 [kworker/2:0-events]
      2   17195       0       0 ?             -1 I        0   0:00 [kworker/14:2-mm_percpu_wq]
      2   17280       0       0 ?             -1 I        0   0:00 [kworker/8:2-mm_percpu_wq]
      2   17292       0       0 ?             -1 I        0   0:00 [kworker/5:1-events]
  11446   17325   17325   11446 pts/0      17325 S+    1000   0:00 ./ps
  17325   17326   17325   11446 pts/0      17325 R+    1000   0:00 ps -axj
